City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
526,Puerto Escondido,MX,2022-06-12 16:30:26,15.85,-97.0667,86.83,58,0,5.75,clear sky
527,Hamilton,US,2022-06-12 16:30:26,39.1834,-84.5333,82.65,79,20,6.91,few clouds
528,Kahului,US,2022-06-12 16:30:27,20.8947,-156.47,77.85,79,20,13.8,few clouds
529,Sembakung,ID,2022-06-12 16:30:27,3.8167,117.25,72.88,98,91,1.61,overcast clouds
530,Qasigiannguit,GL,2022-06-12 16:30:27,68.8193,-51.1922,37.65,73,29,3.8,scattered clouds
531,Ratnagiri,IN,2022-06-12 16:30:28,16.9833,73.3,80.47,84,79,11.07,broken clouds
532,Khagaul,IN,2022-06-12 16:30:28,25.5833,85.05,89.55,70,5,13.8,haze
533,Bandar-E Lengeh,IR,2022-06-12 16:30:28,26.5579,54.8807,95.11,52,0,4.61,haze
534,Scarborough,GB,2022-06-12 16:30:14,54.2797,-0.4044,61.92,61,86,7.0,overcast clouds
535,Varena,LT,2022-06-12 16:30:29,54.2167,24.5667,65.16,71,65,9.24,broken clouds
536,Dubti,ET,2022-06-12 16:30:29,11.7361,41.0853,103.48,12,28,9.89,scattered clouds
537,Kefamenanu,ID,2022-06-12 16:30:29,-9.4467,124.4781,65.82,86,95,4.76,overcast clouds
538,Bonavista,CA,2022-06-12 16:30:30,48.6499,-53.1147,57.88,70,100,9.01,overcast clouds
539,Selma,US,2022-06-12 16:29:10,36.5708,-119.6121,85.17,41,1,0.45,clear sky
540,Honnali,IN,2022-06-12 16:30:30,14.25,75.6667,74.1,72,33,9.31,scattered clouds
541,Winnemucca,US,2022-06-12 16:30:31,40.973,-117.7357,69.85,56,100,3.44,overcast clouds
542,Old Saybrook,US,2022-06-12 16:30:31,41.2918,-72.3762,72.3,70,40,9.22,scattered clouds
543,Viedma,AR,2022-06-12 16:30:29,-40.8135,-62.9967,65.01,32,100,19.69,overcast clouds
544,Canutama,BR,2022-06-12 16:30:31,-6.5339,-64.3831,73.8,68,100,4.14,overcast clouds
545,Elat,IL,2022-06-12 16:30:32,29.5581,34.9482,105.64,14,0,10.36,clear sky
546,Beidao,CN,2022-06-12 16:30:32,34.5686,105.8933,62.73,71,30,3.09,scattered clouds
547,Necochea,AR,2022-06-12 16:30:32,-38.5473,-58.7368,59.79,36,28,8.08,scattered clouds
548,Diego De Almagro,CL,2022-06-12 16:30:33,-26.3667,-70.05,75.13,11,0,6.06,clear sky
549,Saint-Pierre,RE,2022-06-12 16:30:33,-21.3393,55.4781,71.28,78,20,20.71,few clouds
550,Nowy Tomysl,PL,2022-06-12 16:30:33,52.3195,16.1284,76.78,74,93,4.34,overcast clouds
551,Wichita Falls,US,2022-06-12 16:27:41,33.9137,-98.4934,96.26,39,0,21.85,clear sky
552,Marovoay,MG,2022-06-12 16:30:34,-16.1,46.6333,78.87,45,51,11.95,broken clouds
553,Mezen,RU,2022-06-12 16:30:34,65.8522,44.24,63.55,47,100,9.22,overcast clouds
554,Torrington,US,2022-06-12 16:30:34,41.8007,-73.1212,72.68,78,99,1.01,overcast clouds
555,Vega De Alatorre,MX,2022-06-12 16:30:34,20.0333,-96.6333,90.25,53,1,12.8,clear sky
556,Yambio,SS,2022-06-12 16:30:35,4.5721,28.3955,71.78,82,74,3.56,light rain
557,Palmer,US,2022-06-12 16:28:36,42.1584,-72.3287,77.38,61,75,11.5,broken clouds
558,Belmonte,BR,2022-06-12 16:30:35,-15.8631,-38.8828,78.62,70,88,4.16,overcast clouds
559,Novoagansk,RU,2022-06-12 16:30:35,61.9449,76.6625,57.04,88,47,5.32,scattered clouds
560,Bhatkal,IN,2022-06-12 16:30:36,13.9667,74.5667,79.84,81,100,9.1,overcast clouds
561,Martapura,ID,2022-06-12 16:30:36,-3.4167,114.85,77.09,94,40,0.0,scattered clouds
562,Tateyama,JP,2022-06-12 16:30:36,34.9833,139.8667,65.1,86,60,6.4,broken clouds
563,Bouafle,CI,2022-06-12 16:30:37,6.9904,-5.7442,89.62,91,99,3.44,moderate rain
564,Oktyabrskiy,RU,2022-06-12 16:30:37,54.4815,53.471,46.8,87,100,8.93,overcast clouds
565,Langxiang,CN,2022-06-12 16:30:37,46.95,128.8833,57.67,77,100,2.89,overcast clouds
566,Porto-Vecchio,FR,2022-06-12 16:30:38,41.591,9.2795,89.26,23,0,18.41,clear sky
567,Kasongo-Lunda,CD,2022-06-12 16:30:38,-6.4667,16.8167,76.57,38,10,1.68,clear sky
568,Khon Buri,TH,2022-06-12 16:30:38,14.5254,102.2459,85.01,79,95,5.39,overcast clouds
569,Yang Talat,TH,2022-06-12 16:30:39,16.3998,103.3679,88.97,87,100,4.61,overcast clouds
570,San Pedro,PH,2022-06-12 16:30:39,14.35,121.0167,81.63,88,20,2.3,few clouds
571,Fryanovo,RU,2022-06-12 16:30:39,56.1333,38.45,60.57,67,0,5.86,clear sky
572,Vardo,NO,2022-06-12 16:30:39,70.3705,31.1107,51.78,66,100,13.8,overcast clouds
573,Batemans Bay,AU,2022-06-12 16:30:40,-35.7167,150.1833,46.38,72,53,5.68,broken clouds
574,Tessalit,ML,2022-06-12 16:30:40,20.1986,1.0114,94.19,20,99,10.98,overcast clouds
575,Lakselv,NO,2022-06-12 16:30:40,70.0513,24.9718,49.82,62,75,13.8,broken clouds
576,Broome,US,2022-06-12 16:30:41,42.2506,-75.833,74.46,67,100,8.01,overcast clouds
577,Sulangan,PH,2022-06-12 16:30:41,11.1373,123.7228,83.95,73,54,7.11,broken clouds
578,Kataysk,RU,2022-06-12 16:30:41,56.289,62.5841,49.71,85,96,10.31,overcast clouds
579,Hay River,CA,2022-06-12 16:30:42,60.8156,-115.7999,67.98,45,20,2.3,few clouds
580,Ituporanga,BR,2022-06-12 16:30:42,-27.4144,-49.6025,60.8,38,0,6.38,clear sky
581,Lafiagi,NG,2022-06-12 16:30:42,8.8667,5.4167,91.98,47,47,3.06,scattered clouds
582,Boden,SE,2022-06-12 16:30:43,65.8252,21.6886,57.2,57,75,7.9,broken clouds
583,Warrenton,ZA,2022-06-12 16:30:43,-28.114,24.8475,57.31,38,11,9.26,few clouds
584,Kurumkan,RU,2022-06-12 16:30:43,54.3,110.3,58.53,46,17,2.3,few clouds
585,Vila Franca Do Campo,PT,2022-06-12 16:30:43,37.7167,-25.4333,68.41,79,87,7.07,light rain
586,Santa Cruz De Tenerife,ES,2022-06-12 16:26:49,28.4682,-16.2546,75.88,74,20,17.27,few clouds
587,Maraa,BR,2022-06-12 16:30:44,-1.8333,-65.3667,72.1,93,100,3.98,overcast clouds
588,Genhe,CN,2022-06-12 16:30:44,50.7833,121.5167,51.31,98,96,3.96,overcast clouds
589,Tha Muang,TH,2022-06-12 16:30:44,13.9612,99.6412,77.38,84,99,5.32,overcast clouds
590,Gazli,UZ,2022-06-12 16:30:45,40.1333,63.45,82.96,23,5,8.16,clear sky
591,Moen,NO,2022-06-12 16:30:45,69.1304,18.6123,56.86,71,75,4.61,broken clouds
592,Petrolina,BR,2022-06-12 16:30:41,-9.3986,-40.5008,89.65,40,40,10.36,light rain
593,Geraldton,AU,2022-06-12 16:30:45,-28.7667,114.6,59.41,77,40,5.75,scattered clouds
594,Nemuro,JP,2022-06-12 16:30:46,43.3236,145.575,47.41,99,100,17.05,overcast clouds
595,Evensk,RU,2022-06-12 16:30:46,61.95,159.2333,42.4,91,100,3.04,light rain
596,Akcakoca,TR,2022-06-12 16:30:46,41.0866,31.1162,67.78,87,79,1.1,broken clouds
597,Jacareacanga,BR,2022-06-12 16:30:47,-6.2222,-57.7528,86.63,56,88,2.35,overcast clouds
598,Fontem,CM,2022-06-12 16:30:47,5.4685,9.8818,68.49,93,90,2.73,moderate rain
599,Saint-Francois,FR,2022-06-12 16:30:47,46.4154,3.9054,80.67,50,0,9.22,clear sky
600,Nhulunbuy,AU,2022-06-12 16:30:48,-12.2333,136.7667,75.81,78,56,9.22,broken clouds
601,Bochil,MX,2022-06-12 16:30:48,16.9833,-92.9167,73.36,53,17,1.77,few clouds
602,Merritt Island,US,2022-06-12 16:30:48,28.5392,-80.672,90.05,63,75,11.01,broken clouds
603,Roebourne,AU,2022-06-12 16:30:48,-20.7833,117.1333,74.7,62,74,3.74,broken clouds
604,Zaltan,LY,2022-06-12 16:30:49,32.947,11.8665,76.59,56,0,10.47,clear sky
605,Lucapa,AO,2022-06-12 16:30:49,-8.4192,20.7447,73.71,35,1,2.55,clear sky
606,Campbellton,CA,2022-06-12 16:30:40,48.0075,-66.6727,72.05,42,17,1.23,few clouds
607,Kalemie,CD,2022-06-12 16:30:50,-5.9475,29.1947,72.93,69,65,2.06,broken clouds
608,Kibaya,TZ,2022-06-12 16:30:50,-5.3,36.5667,60.55,79,87,7.34,overcast clouds
609,Pacific Grove,US,2022-06-12 16:30:01,36.6177,-121.9166,70.41,85,0,5.75,clear sky
610,Hit,IQ,2022-06-12 16:30:50,33.6416,42.8251,98.56,11,0,6.51,clear sky
611,Mae Chan,TH,2022-06-12 16:30:51,20.1467,99.8526,82.06,94,99,2.08,overcast clouds
612,Chicama,PE,2022-06-12 16:30:51,-7.8447,-79.1469,59.54,58,52,9.13,broken clouds
613,Yerbogachen,RU,2022-06-12 16:30:51,61.2767,108.0108,49.12,69,37,4.09,scattered clouds
614,Wanning,CN,2022-06-12 16:30:52,18.8003,110.3967,81.28,93,99,11.59,overcast clouds
615,Beringovskiy,RU,2022-06-12 16:30:52,63.05,179.3167,38.68,62,25,3.11,scattered clouds
616,Waddan,LY,2022-06-12 16:30:52,29.1614,16.139,88.45,24,0,10.67,clear sky
617,Monchique,PT,2022-06-12 16:30:52,37.3177,-8.5553,75.15,30,0,5.41,clear sky
618,Kudat,MY,2022-06-12 16:30:53,6.8837,116.8477,77.29,94,20,0.0,few clouds
619,Marsh Harbour,BS,2022-06-12 16:30:53,26.5412,-77.0636,83.03,74,100,10.85,overcast clouds
620,Biak,ID,2022-06-12 16:30:53,-0.9131,122.8766,75.92,87,100,1.34,overcast clouds
621,Ashta,IN,2022-06-12 16:30:54,23.0167,76.7167,85.19,56,59,5.46,broken clouds
622,Cherdyn,RU,2022-06-12 16:30:54,60.403,56.4787,54.12,60,38,8.16,scattered clouds
623,Sapernoye,RU,2022-06-12 16:30:54,60.7167,29.9505,69.66,56,86,6.87,overcast clouds
624,Kisangani,CD,2022-06-12 16:30:55,0.5167,25.2,73.69,91,100,1.32,overcast clouds
625,Suluq,LY,2022-06-12 16:30:55,31.6682,20.2521,77.59,53,0,19.13,clear sky
626,Ruidoso,US,2022-06-12 16:30:55,33.3317,-105.673,86.05,16,0,12.66,clear sky
627,Bintulu,MY,2022-06-12 16:30:56,3.1667,113.0333,77.41,94,20,3.44,few clouds
628,Zhanaozen,KZ,2022-06-12 16:30:56,43.3,52.8,81.97,20,0,9.71,clear sky
629,Parit Buntar,MY,2022-06-12 16:30:56,5.1267,100.4932,80.62,87,93,2.46,overcast clouds
630,Wagga Wagga,AU,2022-06-12 16:30:57,-35.1167,147.3667,45.84,100,75,6.91,broken clouds
631,San Jose,US,2022-06-12 16:26:28,37.3394,-121.895,78.49,70,75,4.61,broken clouds
632,Sebrovo,RU,2022-06-12 16:30:57,50.0981,43.2976,67.8,70,4,8.39,clear sky
633,Saurimo,AO,2022-06-12 16:30:57,-9.6608,20.3916,69.19,39,16,3.0,few clouds
634,Diffa,NE,2022-06-12 16:30:58,13.3154,12.6113,103.42,17,35,5.19,scattered clouds
635,Axim,GH,2022-06-12 16:30:58,4.8699,-2.2405,80.29,70,88,7.38,overcast clouds
636,Nata,PA,2022-06-12 16:30:58,8.3333,-80.5167,80.47,75,100,10.0,overcast clouds
637,Kosai,JP,2022-06-12 16:30:59,34.7105,137.5316,69.93,68,100,10.96,overcast clouds
638,Omboue,GA,2022-06-12 16:30:59,-1.5746,9.2618,77.9,85,98,6.15,overcast clouds
639,Anqing,CN,2022-06-12 16:30:59,30.5092,117.0506,68.47,97,100,3.8,moderate rain
640,Semey,KZ,2022-06-12 16:31:00,50.4111,80.2275,77.04,55,100,7.18,light rain
641,Maykor,RU,2022-06-12 16:31:00,59.0059,55.88,54.64,72,81,7.67,broken clouds
642,Sabang,ID,2022-06-12 16:31:00,5.8933,95.3214,83.23,72,100,12.8,overcast clouds
643,Canico,PT,2022-06-12 16:31:01,32.6333,-16.85,78.71,67,20,19.57,few clouds
644,Mountain Home,US,2022-06-12 16:31:01,43.133,-115.6912,60.28,77,100,12.66,light intensity drizzle
645,Epiniana,GR,2022-06-12 16:31:01,39.1429,21.6134,61.74,84,70,4.12,broken clouds
646,Vydrino,RU,2022-06-12 16:31:02,51.485,104.8461,53.28,60,68,3.02,broken clouds
647,Balaghat,IN,2022-06-12 16:31:02,21.8,80.1833,89.53,43,9,0.98,clear sky
648,Swan Hill,AU,2022-06-12 16:26:25,-35.3378,143.5544,46.06,89,42,6.4,scattered clouds
649,At-Bashi,KG,2022-06-12 16:31:02,41.1702,75.8106,55.09,83,100,4.7,overcast clouds
650,Peniche,PT,2022-06-12 16:31:03,39.3558,-9.3811,81.28,75,4,13.71,clear sky
651,Dudinka,RU,2022-06-12 16:31:03,69.4058,86.1778,63.63,44,100,12.3,overcast clouds
652,Tianpeng,CN,2022-06-12 16:31:03,30.9866,103.9393,73.87,78,96,1.77,overcast clouds
653,Zaoyang,CN,2022-06-12 16:31:03,32.1272,112.7542,67.37,89,85,5.55,light rain
654,George,ZA,2022-06-12 16:30:07,-33.963,22.4617,67.55,30,0,9.22,clear sky
655,Anadyr,RU,2022-06-12 16:31:04,64.75,177.4833,32.5,86,0,2.24,clear sky
656,Poum,NC,2022-06-12 16:31:04,-20.2333,164.0167,74.88,82,100,10.04,overcast clouds
657,Blagoveshchenka,RU,2022-06-12 16:31:04,52.8333,79.8667,70.29,46,71,4.79,broken clouds
658,Arauco,CL,2022-06-12 16:31:05,-37.2463,-73.3175,52.88,76,84,4.32,broken clouds
659,Misratah,LY,2022-06-12 16:31:05,32.3754,15.0925,75.13,74,0,16.35,clear sky
660,Fallon,US,2022-06-12 16:31:06,39.4735,-118.7774,84.07,18,75,20.71,broken clouds
661,Atambua,ID,2022-06-12 16:31:06,-9.1061,124.8925,69.22,79,95,6.69,overcast clouds
662,West Bay,KY,2022-06-12 16:31:06,19.3667,-81.4167,89.67,66,20,11.5,few clouds
663,Neuquen,AR,2022-06-12 16:30:23,-38.9516,-68.0591,51.69,46,0,6.91,clear sky
664,Rawah,IQ,2022-06-12 16:31:07,34.4816,41.9093,95.77,13,3,3.4,clear sky
665,Arkhangelsk,RU,2022-06-12 16:31:07,64.5401,40.5433,71.71,32,40,4.47,scattered clouds
666,Middle Island,US,2022-06-12 16:31:07,40.8843,-72.9373,68.88,90,100,10.36,moderate rain
667,Nantucket,US,2022-06-12 16:27:17,41.2835,-70.0995,73.51,84,83,11.45,broken clouds
668,Bardiyah,LY,2022-06-12 16:31:08,31.7561,25.0865,74.75,73,0,18.52,clear sky
669,Cockburn Town,TC,2022-06-12 16:31:08,21.4612,-71.1419,85.96,70,40,16.11,scattered clouds
670,Burgeo,CA,2022-06-12 16:31:08,47.6167,-57.6152,58.8,79,62,7.58,broken clouds
671,Condado,CU,2022-06-12 16:31:09,21.8767,-79.8403,86.86,63,100,5.32,overcast clouds
672,Sakakah,SA,2022-06-12 16:31:09,29.9697,40.2064,103.57,10,0,9.71,clear sky
673,Kuytun,RU,2022-06-12 16:31:09,54.3419,101.5036,60.94,61,81,5.14,broken clouds
674,Vestmanna,FO,2022-06-12 16:31:10,62.1564,-7.1664,50.92,87,75,19.57,broken clouds
675,Fort-Shevchenko,KZ,2022-06-12 16:31:10,44.5086,50.263,76.87,49,1,8.19,clear sky
676,La Ronge,CA,2022-06-12 16:28:09,55.1001,-105.2842,59.25,77,75,9.22,broken clouds
677,Loa Janan,ID,2022-06-12 16:31:10,-0.583,117.095,73.29,97,91,0.74,overcast clouds
678,Shenjiamen,CN,2022-06-12 16:31:11,29.9576,122.298,68.5,94,100,8.48,light rain
679,Pandan,PH,2022-06-12 16:31:11,14.0453,124.1694,80.85,83,100,7.43,overcast clouds
